Title	Author	Date	Physical description	Language	Type	Geographic focus	Subject	Description	Location of originals	Repository Collection	Repository Collection Guide	Contributors	Notes	Publisher	Format	Relation	Rights	Contact and Ordering Information	Cataloged Date	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/407	407	408.jp2	/p15140coll18/image/408.jp2
Page 2	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/408	408	409.jp2	/p15140coll18/image/409.jp2
Page 3	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/409	409	410.jp2	/p15140coll18/image/410.jp2
Page 4	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/410	410	411.jp2	/p15140coll18/image/411.jp2
Page 5	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/411	411	412.jp2	/p15140coll18/image/412.jp2
Page 6	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/412	412	413.jp2	/p15140coll18/image/413.jp2
Page 7	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/413	413	414.jp2	/p15140coll18/image/414.jp2
Page 8	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/414	414	415.jp2	/p15140coll18/image/415.jp2
Page 9	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/415	415	416.jp2	/p15140coll18/image/416.jp2
Page 10	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/416	416	417.jp2	/p15140coll18/image/417.jp2
Page 11	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/417	417	418.jp2	/p15140coll18/image/418.jp2
Page 12	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/418	418	419.jp2	/p15140coll18/image/419.jp2
Page 13	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/419	419	420.jp2	/p15140coll18/image/420.jp2
Page 14	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/420	420	421.jp2	/p15140coll18/image/421.jp2
Page 15	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/421	421	422.jp2	/p15140coll18/image/422.jp2
Page 16	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/422	422	423.jp2	/p15140coll18/image/423.jp2
Page 17	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/423	423	424.jp2	/p15140coll18/image/424.jp2
Page 18	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/424	424	425.jp2	/p15140coll18/image/425.jp2
Page 19	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/425	425	426.jp2	/p15140coll18/image/426.jp2
Page 20	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/426	426	427.jp2	/p15140coll18/image/427.jp2
Page 21	Moyse, Hermann, 1891-1985	1917 Dec. 30	7 pages.	en	correspondence	New York (N.Y.)	World War, 1914-1918		Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-19	2010-07-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/427	427	428.jp2	/p15140coll18/image/428.jp2
Folder 1a-05, Hermann Moyse, Sr. Letters, 1917 Nov. 5-Dec. 24, undated	Moyse, Hermann, 1891-1985	1917	10 letters.	en	correspondence	Camp MacArthur (Tex.); New York (N.Y.)	World War, 1914-1918; Military training camps--Arkansas	This folder contains ten letters from November 5 through December 30, 1917, seven of which were written by Hermann Moyse during his time at Camp MacArthur in Waco, Texas, and two of which are from Moyse during a brief trip to New York City before his departure for France.  &lt;br&gt;&lt;br&gt;Eight of the letters are to Rosalie Gottlieb and one letter is to Moyse's sister Harriet Sommer.  The tenth letter is a Special Order from Lt. Colonel E. H. Dearmond, dated December 22, 1917, dictating that Moyse report to the Commanding General, Port of Embarkation, Hoboken, New Jersey, "prepared for extended field service."  &lt;br&gt;&lt;br&gt;In the letters from Camp MacArthur, Moyse describes his experiences there, including his bayonet training course, which he particularly enjoyed.  In a letter to Gottlieb dated November 13, 1917, he writes "I wonder if the fact that the French slang phrase for the bayonet is rosalie has something to do with my liking it so well?"  In the same letter, he mentions a visit from several French officers, describing their brightly colored uniforms and genial nature.  &lt;br&gt;&lt;br&gt;In another letter to Gottlieb dated December 17, 1917, Moyse writes of a football game between Camp MacArthur and Camp Funston (Leavenworth, Ks.), during which three bands played 'The Star-spangled Banner,' leading the twenty thousand soldiers present to rise 'en masse with right hand at salute to pay tribute to what the national anthem means and represents', calling it 'the most stirring patriotic display' he had ever seen.  &lt;br&gt;&lt;br&gt;Other letters mention mutual acquaintances and recent LSU football games.	Mss. 4671, Box 1a: 5	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/428	428	429.cpd	/p15140coll18/image/429.cpd
Page 1	Moyse, Hermann, 1891-1985	1918 Mar. 28	11 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/500	500	501.jp2	/p15140coll18/image/501.jp2
Page 2	Moyse, Hermann, 1891-1985	1918 Mar. 28	11 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/501	501	502.jp2	/p15140coll18/image/502.jp2
Page 3	Moyse, Hermann, 1891-1985	1918 Mar. 28	11 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/502	502	503.jp2	/p15140coll18/image/503.jp2
Page 4	Moyse, Hermann, 1891-1985	1918 Mar. 28	11 leaves.	en	correspondence	France	World War, 1914-1918		Mss. 4671, Box 1a: 7	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-07-22	2010-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/503	503	504.jp2	/p15140coll18/image/504.jp2
