Title	Author	Date	Physical description	Language	Type	Geographic focus	Subject	Description	Location of originals	Repository Collection	Repository Collection Guide	Contributors	Notes	Publisher	Format	Relation	Rights	Contact and Ordering Information	Cataloged Date	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 5	Moyse, Hermann, 1891-1985	1919 Aug. 25	9 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1427	1427	1428.jp2	/p15140coll18/image/1428.jp2
Page 6	Moyse, Hermann, 1891-1985	1919 Aug. 25	9 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1428	1428	1429.jp2	/p15140coll18/image/1429.jp2
Page 7	Moyse, Hermann, 1891-1985	1919 Aug. 25	9 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1429	1429	1430.jp2	/p15140coll18/image/1430.jp2
Page 8	Moyse, Hermann, 1891-1985	1919 Aug. 25	9 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1430	1430	1431.jp2	/p15140coll18/image/1431.jp2
Page 9	Moyse, Hermann, 1891-1985	1919 Aug. 25	9 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1431	1431	1432.jp2	/p15140coll18/image/1432.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 Aug. 28	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1432	1432	1433.jp2	/p15140coll18/image/1433.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 Aug. 28	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1433	1433	1434.jp2	/p15140coll18/image/1434.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 Aug. 28	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1434	1434	1435.jp2	/p15140coll18/image/1435.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 Aug. 28	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1435	1435	1436.jp2	/p15140coll18/image/1436.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 Sept. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1436	1436	1437.jp2	/p15140coll18/image/1437.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 Sept. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1437	1437	1438.jp2	/p15140coll18/image/1438.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 Sept. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1438	1438	1439.jp2	/p15140coll18/image/1439.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 Sept. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1439	1439	1440.jp2	/p15140coll18/image/1440.jp2
Page 5	Moyse, Hermann, 1891-1985	1919 Sept. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1440	1440	1441.jp2	/p15140coll18/image/1441.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 circa Oct.	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1441	1441	1442.jp2	/p15140coll18/image/1442.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 circa Oct.	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1442	1442	1443.jp2	/p15140coll18/image/1443.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 circa Oct.	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1443	1443	1444.jp2	/p15140coll18/image/1444.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 circa Oct.	2 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1444	1444	1445.jp2	/p15140coll18/image/1445.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 Oct. 29	6 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1445	1445	1446.jp2	/p15140coll18/image/1446.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 Oct. 29	6 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1446	1446	1447.jp2	/p15140coll18/image/1447.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 Oct. 29	6 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1447	1447	1448.jp2	/p15140coll18/image/1448.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 Oct. 29	6 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1448	1448	1449.jp2	/p15140coll18/image/1449.jp2
Page 5	Moyse, Hermann, 1891-1985	1919 Oct. 29	6 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1449	1449	1450.jp2	/p15140coll18/image/1450.jp2
Page 6	Moyse, Hermann, 1891-1985	1919 Oct. 29	6 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1450	1450	1451.jp2	/p15140coll18/image/1451.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1451	1451	1452.jp2	/p15140coll18/image/1452.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1452	1452	1453.jp2	/p15140coll18/image/1453.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1453	1453	1454.jp2	/p15140coll18/image/1454.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1454	1454	1455.jp2	/p15140coll18/image/1455.jp2
Page 5	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1455	1455	1456.jp2	/p15140coll18/image/1456.jp2
Page 6	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1456	1456	1457.jp2	/p15140coll18/image/1457.jp2
Page 7 [envelope]	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1457	1457	1458.jp2	/p15140coll18/image/1458.jp2
Page 8 [envelope]	Moyse, Hermann, 1891-1985	1919 Nov. 2	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1458	1458	1459.jp2	/p15140coll18/image/1459.jp2
Folder 1a-22, Hermann Moyse, Sr. Letters, 1919 Aug. 18-Nov. 2	Moyse, Hermann, 1891-1985	1919	7 letters.	en	correspondence	Baton Rouge (La.)	Louisiana--Social life and customs--20th century	This folder contains seven letters from August 18 through November 2, 1919, written by Hermann Moyse to Rosalie Gottlieb.  Moyse writes with news of mutual acquaintances, including engagements.  He also writes about various dinner parties and other social events he attended.  In a letter dated September 2, Moyse writes to Gottlieb upon returning to Baton Rouge after a two-day trip to visit her in Pass Christian (Miss.), declaring the trip very "enjoyable" albeit too short.  He mentions receiving a letter from Yvonne [last name unknown] who was in Paris for the Bastille Day celebration and wrote that the American soldiers who participated in the parades "evoked a great deal of applause" (August 18).  Moyse also mentions having to go to Livingston and New Roads (La.) for work (November 2).	Mss. 4671, Box 1a: 22	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-24	2010-11-24	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1459	1459	1460.cpd	/p15140coll18/image/1460.cpd
Page 1	Abramson, Debora	1919 July 21	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1460	1460	1461.jp2	/p15140coll18/image/1461.jp2
Page 2	Abramson, Debora	1919 July 21	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1461	1461	1462.jp2	/p15140coll18/image/1462.jp2
Page 3	Abramson, Debora	1919 July 21	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1462	1462	1463.jp2	/p15140coll18/image/1463.jp2
Page 4	Abramson, Debora	1919 July 21	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1463	1463	1464.jp2	/p15140coll18/image/1464.jp2
Page 5	Abramson, Debora	1919 July 21	5 leaves.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1464	1464	1465.jp2	/p15140coll18/image/1465.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1465	1465	1466.jp2	/p15140coll18/image/1466.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1466	1466	1467.jp2	/p15140coll18/image/1467.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1467	1467	1468.jp2	/p15140coll18/image/1468.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1468	1468	1469.jp2	/p15140coll18/image/1469.jp2
Page 5	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1469	1469	1470.jp2	/p15140coll18/image/1470.jp2
Page 6	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1470	1470	1471.jp2	/p15140coll18/image/1471.jp2
Page 7	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1471	1471	1472.jp2	/p15140coll18/image/1472.jp2
Page 8	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1472	1472	1473.jp2	/p15140coll18/image/1473.jp2
Page 9	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1473	1473	1474.jp2	/p15140coll18/image/1474.jp2
Page 10	Moyse, Hermann, 1891-1985	1919 July 21	5 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1474	1474	1475.jp2	/p15140coll18/image/1475.jp2
Page 1	Moyse, Hermann, 1891-1985	1919 July 28	4 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1475	1475	1476.jp2	/p15140coll18/image/1476.jp2
Page 2	Moyse, Hermann, 1891-1985	1919 July 28	4 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1476	1476	1477.jp2	/p15140coll18/image/1477.jp2
Page 3	Moyse, Hermann, 1891-1985	1919 July 28	4 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1477	1477	1478.jp2	/p15140coll18/image/1478.jp2
Page 4	Moyse, Hermann, 1891-1985	1919 July 28	4 pages.	en	correspondence	Baton Rouge (La.)			Mss. 4671, Box 1a: 21	Moyse-Gottlieb-Sommer Family Papers, Mss. 4671, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	http://www.lib.lsu.edu/special/findaid/4671.pdf																		2010-11-09	2010-11-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll18/id/1478	1478	1479.jp2	/p15140coll18/image/1479.jp2
